authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
"Joshua Arnold,et al.",2011-11-03T19:38:19.19Z,Advanced Diagnostics for FubuMVC.,FubuMVC.Diagnostics,False,2016-01-05T05:45:00.82-08:00,True,,fubumvc,62637,False,0.9.1.610
eXpand,2011-11-07T21:19:29.577Z,JobSheduler Module (Win) / eXpand Framework,eXpandJobShedulerWin,False,2013-08-09T07:41:46.73-07:00,True,JobSheduler Module (Win) / eXpand Framework,"DevExpress,eXpand",31633,False,2.1.3.4
Bjoern Rochel,2011-11-07T12:50:39.48Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for FakeItEasy 1.7.4257.42",Machine.Fakes.FakeItEasy,False,2017-10-15T07:52:32.793+00:00,True,,"tdd,bdd,testing,unittest,fakes,mocks,mspec,mfakes",36450,False,0.2.8
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-11-07T21:04:01.987Z,Facebook.JavascriptMvcWebsite,Facebook.JavascriptMvcWebsite,False,1899-12-31T16:00:00-08:00,False,,Facebook,-1,False,5.3.2
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2011-11-03T16:27:04.567Z,"The testing for the nservicebus, The most popular open-source service bus for .net",NServiceBus.Testing-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.1735
Microsoft DPE,2011-11-04T21:32:57.657Z,A sample MVC Area containing the Management UI for sending Push Notifications to Windows Phone Devices,WindowsPhone.Notifications.ManagementUI.Sample,False,1899-12-31T16:00:00-08:00,False,,"PushNotification,AccessControl,WindowsPhone",-1,False,1.0.0
"Jeremy D. Miller,Dru Sellers,et al.",2011-11-04T15:17:49.577Z,Tool support for applications that use Bottles,Bottles.Tools,False,2012-03-19T12:52:25.837-07:00,True,,"packaging,areas,slices",35342,False,0.9.1.142
Josh Rolstad,2011-11-03T18:04:15.14Z,Common extension methods,Rolstad.Extensions,False,1899-12-31T16:00:00-08:00,False,,"system,extensions,extensionmethods",1466,False,1.0.1
Matthew Abbott,2011-11-03T23:18:21.843Z,Provides a Glimpse plugin that supports interrogating the container and export attempts.,Glimpse.MEF,False,2011-11-03T16:19:56.523-07:00,True,,"glimpse,mef",1530,False,0.0.1
eXpand,2011-11-07T21:19:17.817Z,JobSheduler Module (Web) / eXpand Framework,eXpandJobShedulerWeb,False,2013-08-09T07:41:40.283-07:00,True,JobSheduler Module (Web) / eXpand Framework,"DevExpress,eXpand",31378,False,2.1.3.4
