authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Jin-Wook Jung,2011-12-29T22:39:15.443Z,description,Framework,False,1899-12-31T16:00:00-08:00,False,summary,,-1,False,0.1.0.3
Ninject Project Contributors,2011-12-29T02:16:48.043Z,Ninject extension that preserves the context over factories (the parent of the new request is the factory request),Ninject.Extensions.ContextPreservation,True,2017-10-22T16:23:54.96+00:00,True,,"Ninject,ioc,di",465948,False,3.0.0-rc1
Ninject Project Contributors,2011-12-29T02:32:24.18Z,Fluent validation extension for Ninject.Web.Mvc,Ninject.Web.Mvc.FluentValidation,True,2015-07-25T05:08:19.607-07:00,True,,"Ninject,ioc,di,web,mvc",19145,False,3.0.0-rc1
eXpand,2011-12-28T05:18:22.627Z,MasterDetail Module (Win) / eXpand Framework,eXpandMasterDetailWin,False,2018-04-09T16:16:30.427+00:00,True,MasterDetail Module (Win) / eXpand Framework,"DevExpress,eXpand",68607,False,11.2.7.2
Jonathan Allen,2011-12-29T21:24:47.45Z,Shared library for all Granite projects. Includes new types of collections and support for weak events.,Granite.Commons,False,2013-09-18T23:57:10.127-07:00,True,,".net40,sl4,sl3-wp,sl4-windowsphone71,sl5",10024,False,1.2.2
Jacob Reimers,2011-12-29T12:26:17.183Z,Parses OData system query parameters to create a LINQ query that can be used to filter a model set. Also exposes a LINQ provider for web services supporting the OData query parameters. Use extension method Filter (in Linq2Rest namespace) on any IEnumerable source.,Linq2Rest,False,2014-07-13T03:49:10.4-07:00,True,,"OData,LINQ,REST",50928,False,1.0.0.1
eXpand,2011-12-27T18:49:51.367Z,FilterDatastore Module (Web) / eXpand Framework,eXpandFilterDatastoreWeb,False,2016-05-25T07:42:26.04-07:00,True,FilterDatastore Module (Web) / eXpand Framework,"DevExpress,eXpand",60662,False,11.2.7.1
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2011-12-28T16:10:21.623Z,The Unity Container for the nservicebus,NServiceBus.Unity,True,2018-02-16T08:26:32.347+00:00,True,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",177238,False,3.0.0-beta3
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-12-28T16:16:35.8Z,This package contains the channel file for Facebook which addresses some issues with cross domain communication in certain browsers.,Facebook.channel,True,2012-03-19T09:47:17.36-07:00,True,,Facebook,14572,False,5.5.0-beta
eXpand,2011-12-27T18:52:52.193Z,TreelistView Module (Win) / eXpand Framework,eXpandTreelistViewWin,False,2018-04-09T16:23:47.913+00:00,True,TreelistView Module (Win) / eXpand Framework,"DevExpress,eXpand",68078,False,11.2.7.1
Mirko Muggli,2011-12-29T23:16:17.493Z,Synchronous and asynchronous table storage interfaces.,Veil.Azure,False,1899-12-31T16:00:00-08:00,False,,"Azure,DataService,TableStorage",2434,False,0.5.5
Harry McIntyre,2011-12-30T12:58:37.373Z,Description,FormFactory,False,2018-03-12T09:51:06.5+00:00,True,,,91506,False,1.1.54
Wilson Mead III,2011-12-30T02:45:47.747Z,The JavaScript files and resources that are needed.,UnlimitedWebsite,False,1899-12-31T16:00:00-08:00,False,The JavaScript and other client side resources that are needed.,,-1,False,1.0.60
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2011-12-28T03:06:40.133Z,"The testing for the nservicebus, The most popular open-source service bus for .net",NServiceBus.Testing-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.1903
eXpand,2011-12-28T05:16:30.52Z,ConditionalDetailViews Module (Web) / eXpand Framework,eXpandConditionalDetailViewsWeb,False,2013-06-18T08:51:20.957-07:00,True,ConditionalDetailViews Module (Web) / eXpand Framework,"DevExpress,eXpand",27082,False,11.2.7.2
Daniel Vetter,2011-12-29T14:09:07.897Z,SilentCommons.ExtensionMethods,SilentCommons.ExtensionMethods,False,1899-12-31T16:00:00-08:00,False,,,2821,False,1.0.4380.27256
SimpleFX,2011-12-29T15:38:21.723Z,Windows Azure table provider for the Simple.Data data access library.,Simple.Data.Azure,False,1899-12-31T16:00:00-08:00,False,,"odata,data,.net40",-1,False,0.1.1.1
Rick Schott,2011-12-30T03:20:16.527Z,.NET library and jQuery plugin for rendering ASP.NET UserControls via WCF web services.,ucajax,False,2012-01-09T20:52:45.053-08:00,True,,,4851,False,1.0.0
Jacob Reimers,2011-12-29T12:46:55.113Z,ASP.NET MVC extensions for Linq2Rest to support binding a Linq2Rest ModelFilter using a ModelBinder. Use ModelFilterBinder as default model binder for IModelFilter{T}.,Linq2Rest.Mvc,False,2014-01-17T22:55:10.257-08:00,True,,"OData,LINQ,REST,ASP.NET,MVC",8556,False,1.0.0.2
Bryan Wheeler,2011-12-28T19:56:33.597Z,A C# client library for Blitz.io,Blitz.CSharp,False,2011-12-28T11:56:34.24-08:00,True,,"Blitz,loadtest",1138,False,0.0.0.1
