authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Harry McIntyre,2012-06-26T11:18:11.44Z,Strongly type html helpers for rendering jquery.datatables tables from IQueryables,Mvc.JQuery.Datatables,False,2018-02-13T13:32:31.3+00:00,True,,"jquery,datatables,iqueryable,razor",125422,False,1.2.10
"XAct Software Solutions,Inc.",2012-06-25T03:04:25.677Z,"An XActLib assembly: a collection of gifs, etc. of somewhat dubious use in Web applications.",XAct.UI.Web.Resources,False,2015-11-02T07:50:40.53+00:00,True,,"XAct,XActLib",64921,False,0.0.514
Sauli Tähkäpää,2012-06-26T12:27:54.023Z,Another .NET client for the YouTrack REST API,YouTrack.Rest,False,2015-01-10T13:47:16.903-08:00,True,,,5066,False,0.3.3
"XAct Software Solutions,Inc.",2012-06-25T03:19:49.96Z,An XActLib assembly: a Library for working with Ninject,XAct.Services.IoC.NInject,False,2017-02-09T01:57:54.807+00:00,True,,"XAct,XActLib",93138,False,0.0.515
"XAct Software Solutions,Inc.",2012-06-25T03:15:42.993Z,"An XActLib Assembly: library for working with Zip Packages (Compression + Structure). A poor man's Zip Solution, that requires no external assemblies beyond .NET. See DotNetZip for better functionality.",XAct.IO.Compression.ZipPackage,False,2017-02-08T17:57:22.977-08:00,True,,"XAct,XActLib",89506,False,0.0.515
"Steffen Forkmann,Daniel Mohl,Tomas Petricek,Ryan Riley,Mauricio Scheffer,Phil Trelford",2012-06-26T07:24:31.717Z,"FSharpx is a library for the .NET platform implementing general functional constructs on top of the F# core library. Its main target is F# but it aims to be compatible with all .NET languages wherever possible.

This library provides common features for working with HTTP applications.",FSharpx.Http,False,2013-09-24T02:12:04.473-07:00,True,"FSharpx is a library for the .NET platform implementing general functional constructs on top of the F# core library. Its main target is F# but it aims to be compatible with all .NET languages wherever possible.

This library provides common features for working with HTTP applications.","fsharp,csharp,interop,monad,iteratee,validation,bytestring,testing",48017,False,1.6.4
Ben Keeping,2012-06-25T16:03:22.027Z,"Some extensions for ASP.NET MVC for rendering forms, links, errors, paging etc over the wire. Forms elements, lists, buttons etc designed to work with Twitter Bootstrap",Mvc.Extensions,False,2013-02-20T01:23:29.727-08:00,True,,,10614,False,1.0.0.16
"Luppes Consulting,Inc.",2012-06-26T12:25:57.46Z,"This tasty recipe will quench your MVC hunger quickly. If you have an existing SQL Server table, use this recipe to whip up a batch of MVC4 goodness - models, controllers, views (both desktop and mobile versions) and REST API's in seconds by simply pointing this app to that table.  Yum!  
     
      Visit the Project Website for a quick demo/tutorial.
      
      *** NOTE: *** Recipes have disappeared from the MVC4 Release Candidate!  Visit the Project Website for instructions on how to work around this until Recipes are released on NuGet as a separate package!",LCI.FoodTruck.MVC4,False,2012-09-16T15:52:54.577-07:00,True,"Use this tasty recipe to whip up a batch of MVC4 goodness - models, controllers, views (desktop and mobile) and REST API's from an existing SQL Table. MVC4 RC Users - See Project Website!","MVC,MVC4,recipe,code,generator,mobile,web",7926,False,1.0.30
"XAct Software Solutions,Inc.",2012-06-25T03:13:08.27Z,"An XAct Library Assembly: An Assembly that contains interfaces common to datastore, while not limiting it to DBMS (see XAct.Data.Db, XAct.Data.Db.EF, for such functionality).",XAct.Data,False,2017-02-08T17:56:56.587-08:00,True,,"XAct,XActLib",96736,False,0.0.515
makom,2012-06-26T16:09:06.15Z,NuGet package for another lazy facility,emkay-lazy,False,2012-06-26T09:09:06.15-07:00,True,,,766,False,1.0.0
