authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
James Craig,2012-07-01T23:41:34.667Z,"Craig's Utility Library is one of the largest collections of utility classes and extension methods for .Net. It includes code to help with tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary-Caching,False,2015-07-17T18:49:55.777-07:00,True,,"utility,utilities",28780,False,3.1.187
James Craig,2012-07-01T23:43:16.35Z,"Craig's Utility Library is one of the largest collections of utility classes and extension methods for .Net. It includes code to help with tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary,False,2016-08-22T09:48:39.393-07:00,True,,"utility,utilities",106080,False,3.1.187
James Craig,2012-07-01T23:43:03.43Z,"Craig's Utility Library is one of the largest collections of utility classes and extension methods for .Net. It includes code to help with tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary-Validation,False,2016-08-22T09:47:56.717-07:00,True,,"utility,utilities",49260,False,3.1.187
James Craig,2012-07-01T23:41:42.867Z,"Craig's Utility Library is one of the largest collections of utility classes and extension methods for .Net. It includes code to help with tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary-Compression,False,2015-07-17T18:50:30.283-07:00,True,,"utility,utilities",30571,False,3.1.187
"XAct Software Solutions,Inc.",2012-06-30T04:19:58.727Z,"An XActLib assembly: a library that uses the interfaces defined in XAct.Security, in order to offer a WindowsAuthenticationService, and a WindowsAuthorizationService.",XAct.Security.Windows,False,2017-02-08T17:57:54.087-08:00,True,,"XAct,XActLib",89728,False,0.0.524
Nathanael Jones,2012-06-30T23:07:01.927Z,"Visit http://imageresizing.net for details, documenation, and free support. 
E-mail support@imageresizing.net if you encounter any problems with the software. 
The documentation for this plugin resides at http://imageresizing.net/plugins/s3reader",ImageResizer.Plugins.S3Reader,False,2014-05-08T08:58:37.49-07:00,True,,"ImageResizer,ImageResizing.Net,Resize,Resizer,Resizing,Crop,Cropper,Cropping,automatic,jCrop,asp:Image,Photo,Image,Rotate,Flip,Drawing,System.Drawing,WIC,WPF,disk,caching,jpeg,jpg,gif,png,ASP.NET,MVC,IIS,transparency,octree,quanitization,animated,gifs,dithering,Gaussian,blur,sharpen,sharpening,radius,contrast,saturation,hue,brightness,histogram,sepia,grayscale,invert,color,pixel,shader,plugins,noise,removal,exif,rotation,autorotate,azure,azurereader,worker,blob,blobstore,zip,batch,compress,cache-control,expires,amazon,cloudfront,s3,quality,format,drop,shadow,404,handling,url,rewriting,gradient,freeimage,CatmullRom,Lanczos3,bspline,box,bicubic,bilinear,CRW,CR2,NEF,RAF,DNG,MOS,KDC,DCR,redirect,actionresult,routing,logging,nlog,psd,remote,download,webclient,virtual,path,provider,virtualpathprovider,CAIR,seam,carving,content,aware,image,resizing,alpha,channel,y,ry,ntsc,bt709,flat,size,limit,sizelimiting,getthumbnailimage,bitmap,SQL,database,query,watermark,folder,text,overlay,whitespace,trimming,product,images,thumbnails,padding,pad,margin,borders,background,bgcolor,InterpolationMode,Fant,wic,IWICBitmap,IWICBitmapSource",12632,False,3.2.3
UTFPR,2012-06-29T11:51:17.007Z,EntityFramework extensions of UtfprLibrary.,UtfprLibrary.EntityFramework,True,2013-01-25T08:18:59.937-08:00,True,,UTFPR,39429,False,1.0.180-alpha
Andrew Arnott,2012-06-30T23:51:41.097Z,"A single assembly that adds OpenID 1.1/2.0, OAuth 1.0(a)/2.0, & InfoCard authentication and authorization functionality for client and server applications.
			This allows your (web) application to issue identities or accept issued identites from other web applications, and even access your users'
			data on other services.",DotNetOpenAuth.Ultimate,False,1899-12-31T16:00:00-08:00,False,"OpenID, OAuth, & InfoCard library for web and desktop applications.",,228231,False,4.1.0.12182
Andrew Arnott,2012-06-30T23:51:12.61Z,"This package contains shared code for other NuGet packages, and contains no public API in and of itself.",DotNetOpenAuth.OpenId.Core.UI,False,2013-10-22T21:01:16.873-07:00,True,Common functionality required to implement an OpenID Provider or Relying Party that includes ASP.NET controls.,,347397,False,4.1.0.12182
Steven Bey,2012-07-02T11:46:00.497Z,In-Memory ErrorLog Provider for ELFAR.,elfar.in-memory,False,2012-07-03T16:51:08.787-07:00,True,,"elfar,mvc,in-memory,error,logging,unhandled,exceptions",3536,False,1.2.4566.21070
"JW,MB",2012-06-30T17:22:45.417Z,Data Access Component for Application Framework,AF.Data,False,2016-09-26T14:25:12.673-07:00,True,,,3669,False,0.9.3
UTFPR,2012-07-02T14:21:18.37Z,WindowsForms.Core,UtfprLibrary.WindowsForms.Core,True,2013-01-25T08:19:07.14-08:00,True,,"UTFPR,WindowsForms,EntityFramework",32303,False,1.0.184-alpha
Alan Dean,2012-07-01T23:50:57.473Z,Provides durable file-based transaction scope enlistment for use in conjunction with Cavity Commands.,Cavity.Transactions.Commands,False,2014-11-25T04:36:40.11-08:00,True,,,5993,False,2.0.0.845
nJupiter,2012-06-29T15:35:47.29Z,"MembershipProvider and RoleProvider for LDAP . These providers has been successfully tested with Microsoft Active Directory, Novell eDirectory, IBM Tivoli Directory Server and Lotus Domino but shall probably work with any type of LDAP-server such as OpenLDAP, 389 Directory Server, OpenDS / OpenDJ, Apache DS and Oracle Internet Directory.",nJupiter.DataAccess.Ldap,False,2013-01-08T07:47:01.943-08:00,True,,"LdapMembershipProvider,MembershipProvider,RoleProvider,LdapRoleProvider,LDAP",5320,False,5.0.1.446
"Dario Quintana,Fabio Maulo,Gustavo Ringel",2012-06-29T13:36:17.687Z,"NHibernate Validator is a powerful and extensible framework to validate objects using the .Net Platform. Born as a port of Hibernate Validator 3.0.0 project at december of 2007. Later on, many improvements and changes were made to the Core and API, and now we can say that NHibernate Validator is more than just a port. NHibernate Validator is entirely written in C#. The first release of NHibernate Validator was entirely developed by Dario Quintana, Gustavo Ringel and Fabio Maulo.",NHibernate.Validator,False,2018-04-02T17:14:48.267+00:00,True,NHibernate Validator is a powerful and extensible framework to validate objects using the .Net Platform.,"NHibernate,Validator,Validation,NHV",53137,False,1.3.2.4000
James Craig,2012-06-30T17:03:30.03Z,"Craig's Utility Library is one of the largest collections of utility classes and extension methods for .Net. It includes code to help with tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary-LDAP,False,2015-07-17T18:56:50.617-07:00,True,,"utility,utilities",29964,False,3.1.182
