authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Karl Seguin,2011-06-26T12:29:35.827Z,A .NET driver for loggly.com,loggly-csharp,False,2018-01-22T21:01:49.037+00:00,True,,"LOGS,LOGGING,NLOG,LOGGLY",180520,False,1.0.0
Prabir Shrestha,2011-06-23T12:55:23.233Z,Moq helpers for Facebook C# SDK.,Facebook.Moq,False,2012-03-19T08:31:35-07:00,True,,Facebook,4382,False,0.1.0.1
Nathanael Jones,2011-06-15T21:54:01.58Z,"Adds disk caching to the ImageResizer core. 
		Fast, multithreaded, and self-managing. Drastically increases scalability and performance. 
		Writing processed images to disk permits images to be served as static files by IIS, eliminating the typical RAM and CPU overhead assocatied with real-time image processing.


		Visit http://imageresizing.net for details, documenation, and free support. E-mail support@imageresizing.net if you encounter any problems with the software. The documentation for this plugin resides at http://imageresizing.net/plugins/diskcache",ImageResizer.Plugins.DiskCache,False,2018-04-06T18:03:27.107+00:00,True,,"Cropping,Resizer,ImageResizer,ImageResizing.net,Resizing,Photo,Image,Crop,jCrop,Rotate,Drawing,disk,caching",224266,False,3.0.10
"Daniel Cazzulino,kzu,Clarius",2011-06-15T03:07:33.483Z,Copies an arbitrary stream to another stream or an output file (buffered).,netfx-System.IO.StreamWriteTo,False,2011-07-20T10:59:50.72-07:00,True,,"netfx,io,stream",5435,False,1.0.0.11
Stephen McKamey,2011-06-25T22:47:35.657Z,JsonFx serialization framework,JsonFx,False,2012-09-28T11:32:12.723-07:00,True,,"json,xml,bson,linq,serialization,deserialization",152127,False,2.0.1106.2515
Nathanael Jones,2011-06-15T16:24:44.017Z,"Cropping and resizing made simple with this easy, packaged demo. Install into any Web Application. Visit http://imageresizing.net for details, documenation, and support.",ImageResizer.Samples.Jcrop,False,2018-04-06T18:05:05.14+00:00,True,,"Cropping,Resizer,ImageResizer,ImageResizing.net,Resizing,Photo,Image,Crop,jCrop,Rotate,Drawing",13419,False,3.0.9
Laurent Bugnion (GalaSoft),2011-06-25T17:56:22.327Z,"The MVVM Light Toolkit is a set of components helping people to get started in the Model-View-ViewModel pattern in Silverlight, WPF and Windows Phone 7. It is a light and pragmatic framework that contains only the essential components needed.",MvvmLightLibs,False,2018-02-12T12:28:07.273+00:00,True,,"mvvm,mvvmlight,silverlight,wp7,wpf",1602624,False,3.0.3
Julian Rooze,2011-06-20T23:47:19.457Z,Easy and fast convention-based mapping between arbitrary types,ThisMember,False,2017-09-12T13:25:59.8+00:00,True,,"mapping,map,code-generation,performance",12054,False,0.7.5
Tatham Oddie,2011-06-21T04:49:11.173Z,This edge release is just whatever comes straight off our CI server. Neo4jClient is a .NET client for the Neo4j Rest Server. Neo4j is an open sourced java based transactional graph database that stores data structured in graphs rather than in tables.,Neo4jClient.Edge,False,1899-12-31T16:00:00-08:00,False,,"Neo4j,REST",-1,False,0.0.1.42
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2011-06-22T18:39:04.28Z,The most popular open-source service bus for .net,NServiceBus,False,2018-04-06T19:48:02.973+00:00,True,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",1158158,False,2.5.0.1469
Nathanael Jones,2011-06-16T17:52:20.19Z,"Adds disk caching to the ImageResizer core. Fast, multithreaded, and self-managing. 
Drastically increases scalability and performance. Writing processed images to disk permits images to be served as static files by IIS, eliminating the typical RAM and CPU overhead assocatied with real-time image processing.

Visit http://imageresizing.net for details, documenation, and free support. 
E-mail support@imageresizing.net if you encounter any problems with the software. 
The documentation for this plugin resides at http://imageresizing.net/plugins/diskcache",ImageResizer.Plugins.DiskCache,False,2018-04-06T18:03:27.107+00:00,True,,"Cropping,Resizer,ImageResizer,ImageResizing.net,Resizing,Photo,Image,Crop,jCrop,Rotate,Drawing,disk,caching",224266,False,3.0.10.2
"Paul Betts,Microsoft Corporation",2011-06-17T22:52:05.003Z,Unofficial combination of Rx_Experimental-WPF and Rx_Experimental-Silverlight - extensions library for Rx. Contains scheduler functionality for the WPF/SL/WP7 Dispatcher.,Rx_Experimental-Xaml,False,1899-12-31T16:00:00-08:00,False,,"Rx,Reactive,Extensions,Observable",-1,False,1.1.10605
"Daniel Cazzulino,kzu,Clarius",2011-06-15T03:19:06.967Z,Generates Lorem Ipsum words for use in tests.,netfx-IpsumGenerator,False,2011-06-15T03:19:08.2+00:00,True,,"netfx,test,ipsum",5685,False,1.0.0.7
Nathanael Jones,2011-06-16T17:53:18.643Z,"Apply grayscale, sepia, alpha, or brightness filters via the URL.
* &filter=grayscale
* &filter=sepia
* &filter=brightness(factor)
* &filter=alpha(factor) 
Visit http://imageresizing.net for details, documenation, and free support. 
E-mail support@imageresizing.net if you encounter any problems with the software. 
The documentation for this plugin resides at http://imageresizing.net/plugins/simplefilters",ImageResizer.Plugins.SimpleFilters,False,2018-04-06T18:04:42.89+00:00,True,,"Cropping,Resizer,ImageResizer,ImageResizing.net,Resizing,Photo,Image,Crop,jCrop,Rotate,Drawing,disk,caching,gif,png,octree,quanitization,animated,gifs,dithering,psd,photoshop,psdreader",52827,False,3.0.10.2
Outercurve Foundation,2011-06-24T17:15:03.75Z,"MvcContrib.FluentHtml is a library of extensible, strongly-typed HTML helpers that employs a fluent API to increase  productivty of authoring MVC views.",MvcContrib.Mvc3.FluentHtml-ci,False,2012-03-26T15:33:45.16-07:00,True,"MvcContrib.FluentHtml is a library of extensible, strongly-typed HTML helpers that employs a fluent API to increase  productivty of authoring MVC views.",mvc,91429,False,3.0.74
Nathanael Jones,2011-06-15T23:11:56.297Z,"Installs the ImageResizer module by (carefully) modifying Web.Config. 
	Visit http://imageresizing.net for details, documenation, and support.",ImageResizer.WebConfig,False,2018-04-06T18:05:05.407+00:00,True,,"Cropping,Resizer,ImageResizer,ImageResizing.net,Resizing,Photo,Image,Crop,jCrop,Rotate,Drawing",347595,False,3.0.10.1
Tatham Oddie,2011-06-24T05:38:43.157Z,This edge release is just whatever comes straight off our CI server. Neo4jClient is a .NET client for the Neo4j Rest Server. Neo4j is an open sourced java based transactional graph database that stores data structured in graphs rather than in tables.,Neo4jClient.Edge,False,1899-12-31T16:00:00-08:00,False,,"Neo4j,REST",-1,False,0.0.1.60
Gian Marco Gherardi,2011-06-19T18:47:20.173Z,Ext Direct router implementation for ASP.NET,ExtDirectHandler,False,2012-10-14T07:43:31.933-07:00,True,,"web,ext,extjs,javascript,js,asp.net,aspnet,router,rpc,json,remoting,ajax,ria,html,webservice,handler,direct,extdirect,ext.direct,mvc",9442,False,0.2.0.2
Duncan Smart,2011-06-25T00:34:49.047Z,HTTP handlers that transform *.less and *.coffee files into CSS and JavaScript resepectively on the fly.,LessCoffee,False,2014-02-05T04:31:55.457-08:00,True,,"less,css,javascript,coffeescript",15025,False,1.0.1.1
Paul Betts,2011-06-17T23:23:39.047Z,WPF and Silverlight specific extensions to ReactiveUI,reactiveui-xaml,False,2014-05-30T11:58:31.91-07:00,True,,,69068,False,2.3.2
Amazon Web Services,2011-06-21T21:31:42.987Z,"Build applications that tap into the cost-effective, scalable, and reliable AWS cloud. Get started in minutes using AWS infrastructure services, including Amazon Simple Storage Service (Amazon S3), Amazon Elastic Compute Cloud (Amazon EC2), and Amazon SimpleDB.",AWSSDK,False,2016-10-11T21:21:33.973+00:00,True,,"AWS,Amazon,cloud",2458575,False,1.3.7
Erlend Oftedal,2011-06-15T16:10:06.097Z,Support for Content Security Policy for ASP.NET applications.,ContentSecurityPolicy.Net,False,2012-08-28T12:34:08.363-07:00,True,,"security,csp",3110,False,1.0.4
Mehdi Khalili,2011-06-23T11:05:24.157Z,Bddify is a simple to use and extend BDD framework for .Net developers,Bddify,False,2012-08-15T03:24:46.127-07:00,True,,,18520,False,0.5.1
"Andreas H�kansson,Steven Robbins and contributors",2011-06-21T22:24:19.643Z,Enables using the NDjango view engine with nancy,Nancy.Viewengines.NDjango,False,1899-12-31T16:00:00-08:00,False,"Nancy is a lightweight web framework for the .Net platform, inspired by Sinatra. Nancy aim at delivering a low ceremony approach to building light, fast web applications.","Nancy,Viewengine,NDjango",-1,False,0.6.0
