authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Demis Bellot,2012-01-23T00:49:15.853Z,"Host ServiceStack side-by-side with an existing ASP.NET MVC application at the path '/api'. 
ServiceStack is a modern, high-performance, code-first web service framework promoting code and web services best practices. Simple, Fast, Elegant. Website: http://www.servicestack.net",ServiceStack.Host.Mvc,False,1900-01-01T00:00:00+00:00,False,Opensource .NET and Mono REST Web Services framework,"Fast,JSON,XML,CSV,HTML,SOAP,JSV,REST,Web,Service,Framework,MONO",58682,False,3.3.7
Demis Bellot,2012-01-24T06:37:27.873Z,Binaries for ServiceStack. New projects should reference host packages: *ServiceStack.Host.AspNet* (hosted at '/') or *ServiceStack.Host.Mvc* (hosted at '/api'),ServiceStack,False,2018-01-02T14:40:21.217+00:00,True,Opensource .NET and Mono REST Web Services framework,"Fast,JSON,XML,CSV,HTML,SOAP,JSV,REST,Web,Service,Framework,MONO",992288,False,3.3.8
Pedro Lamas,2012-01-23T18:50:34.013Z,"Cimbalino Windows Phone Toolkit is a set of useful and powerful items that will help you build your Silverlight applications for Windows Phone. This is the Camera component, and will automatically add the ID_CAP_ISV_CAMERA capability to your application.",Cimbalino.Phone.Toolkit.Camera,False,2014-04-10T11:46:16.617-07:00,True,,"Cimbalino,Windows,Phone,Toolkit,PedroLamas,WP7,MVVM,WPDev,WP7Dev,Silverlight,Camera",8052,True,1.2.1
"Daniel Cazzulino,kzu,Clarius",2012-01-23T06:02:44.563Z,Useful for testing domains that leverage event sourcing,netfx-Patterns.EventSourcing.InMemory,False,2012-01-22T22:02:44.563-08:00,True,,"netfx,patterns,event,sourcing,cqrs",1946,False,1.0.0.4
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2012-01-21T20:29:18.08Z,The CastleWindsor Container for the nservicebus,NServiceBus.CastleWindsor-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.1980
Ninject Project Contributors,2012-01-23T18:03:11.637Z,Extension for Ninject which allows bindings to define named scopes,Ninject.Extensions.NamedScope,True,2017-10-23T13:49:01.447+00:00,True,,"Ninject,ioc,di",565170,False,3.0.0-rc3
"XAct Software Solutions,Inc.",2012-01-24T07:41:44.99Z,An XActLib Assembly: a Library for common fragments of code to do with Unity,XAct.Services.IoC.Unity,False,2017-02-09T01:57:58.26+00:00,True,,"XAct,XActLib",95028,False,0.0.174
Luis Fernando de Souza Santos,2012-01-22T00:47:12.823Z,"This project was created to help developers work with Asp.Net MCV and Telerik MVC Grid coupled with some mapping technique between Entities and ViewModels classes.

If you're one of us, you have to use the CustomBinding to query the database, reporting some criteria for sort, group and filter the income data, and then convert back the result to a list of ViewModels.

Sounds simple, but can become a very complicated and repetitive task.

So I, with the help of some friends from Telerik MVC forum, create a way to automate this process in a very general way. 

Instructions & Guides: https://bitbucket.org/Lunadie/telerikmvcgridcustombindinghelper/wiki/instructions

Forum: http://groups.google.com/group/telerikmvcgridcustombindinghelper 

Source code: https://bitbucket.org/Lunadie/telerikmvcgridcustombindinghelper/",TelerikMvcGridCustomBindingHelper,False,1899-12-31T16:00:00-08:00,False,This project was created to help developers work with Asp.Net MCV and Telerik MVC Grid coupled with some mapping technique between Entities and ViewModels classes.,"Telerik,MVC,Extensions,AutoMapper,NHibernate,ViewModel,Entity,TViewModel,TEntity,Mapping",11467,False,0.4.0
Matthew Dennis,2012-01-21T14:58:04.8Z,"An implementation of the Common Service Locator interface using the Munq IOC Container.
		3.1.2 Implements IDisposable on the service locator.",Munq.CommonServiceLocator,False,2012-04-28T09:25:36.207-07:00,True,,"DI,ASP.NET,web",3660,False,3.1.2
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2012-01-23T11:53:57.457Z,The Autofac Container for the nservicebus,NServiceBus.Autofac-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.1982
