authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
"Dave Van den Eynde,Wouter Demuynck",2011-01-07T07:49:35.947Z,Adam.JSGenerator helps producing snippets of JavaScript code from managed code.,Adam.JSGenerator,False,2016-03-23T15:26:54.947+00:00,True,Adam.JSGenerator helps producing snippets of JavaScript code from managed code.,,14514,False,1.1.0
David Bryon,2011-01-07T07:49:37.73Z,Request/Response Service Layer for .NET,Agatha-rrsl,False,2011-01-06T23:49:38.247-08:00,True,Request/Response Service Layer for .NET,,5044,False,1.2.0
Michal Altair Valášek,2011-01-07T07:49:39.073Z,Library for sending templated and localized e-mail messages from web application.,Altairis.MailToolkit,False,2013-06-03T07:19:53.737-07:00,True,,,5309,False,1.0.0
Michal Altair Valášek,2011-01-07T07:49:40.84Z,"Simple security package for ASP.NET, including the basic authentication HTTP module and several membership and role providers.",Altairis.Web.Security,False,2012-07-08T07:19:58.98-07:00,True,,,14270,False,2.0.0
Michal Altair Valášek,2011-01-07T07:49:47.683Z,"Set of simple and clean, yet very useful components for developing ASP.NET Web Form applications. Includes embedded popular Silk icon set.",Altairis.Web.UI,False,2017-07-03T09:15:13.85-07:00,True,,,8532,False,2.0.0
Microsoft,2011-01-07T07:49:50.307Z,"AntiXSS is an encoding library which uses a safe list approach to encoding. It provides Html, XML, Url, Form, LDAP, CSS, JScript and VBScript encoding methods to allow 
you to avoid Cross Site Scripting attacks. This library is part of the Microsoft SDL tools.",AntiXSS,False,2014-06-02T13:24:49.007-07:00,True,"AntiXSS is an encoding library which uses a safe list approach to encoding. It provides Html, XML, Url, Form, LDAP, CSS, JScript and VBScript encoding methods to allow 
you to avoid Cross Site Scripting attacks. This library is part of the Microsoft SDL tools.",,1265558,False,4.0.1
Terence Parr,2011-01-07T07:49:52.387Z,"ANother Tool for Language Recognition, is a language tool that provides a framework for constructing recognizers, interpreters, compilers, and translators from grammatical descriptions containing actions in a variety of target languages.",Antlr,False,2013-09-12T11:22:34.217-07:00,True,"ANother Tool for Language Recognition, is a language tool that provides a framework for constructing recognizers, interpreters, compilers, and translators from grammatical descriptions containing actions in a variety of target languages.",,18584122,True,3.1.1
Terence Parr,2011-01-07T07:49:54.01Z,"ANother Tool for Language Recognition, is a language tool that provides a framework for constructing recognizers, interpreters, compilers, and translators from grammatical descriptions containing actions in a variety of target languages.",Antlr,False,2013-09-12T11:22:34.217-07:00,True,"ANother Tool for Language Recognition, is a language tool that provides a framework for constructing recognizers, interpreters, compilers, and translators from grammatical descriptions containing actions in a variety of target languages.",,18584122,True,3.1.3.42154
Brian William Kuhn,2011-01-07T07:49:55.73Z,"A powerful and extensible .NET web content syndication framework for RSS, Atom, OPML, APML, BlogML, RSD and more. The Argotic Syndication Framework is a Microsoft .NET class library framework that enables developers to easily consume and/or generate syndicated content from within their own applications. The framework makes the reading and writing syndicated content in common formats such as RSS, Atom, OPML, APML, BlogML, and RSD very easy while still remaining extensible enough to support common/custom extensions to the syndication publishing formats. The framework includes out-of-the-box implementations of the most commonly used syndication extensions, network clients for sending and receiving peer-to-peer notification protocol messages; as well as HTTP handlers, modules, services and controls that provide rich syndication functionality to ASP.NET developers.",Argotic.Common,False,2011-01-06T23:49:56.247-08:00,True,Argotic Syndication Framework,,32585,False,2008.0.2
Brian William Kuhn,2011-01-07T07:49:58.247Z,"A powerful and extensible .NET web content syndication framework for RSS, Atom, OPML, APML, BlogML, RSD and more. The Argotic Syndication Framework is a Microsoft .NET class library framework that enables developers to easily consume and/or generate syndicated content from within their own applications. The framework makes the reading and writing syndicated content in common formats such as RSS, Atom, OPML, APML, BlogML, and RSD very easy while still remaining extensible enough to support common/custom extensions to the syndication publishing formats. The framework includes out-of-the-box implementations of the most commonly used syndication extensions, network clients for sending and receiving peer-to-peer notification protocol messages; as well as HTTP handlers, modules, services and controls that provide rich syndication functionality to ASP.NET developers.",Argotic.Core,False,2011-01-06T23:49:58.807-08:00,True,Argotic Syndication Framework,,29076,False,2008.0.2
Brian William Kuhn,2011-01-07T07:50:00.37Z,"A powerful and extensible .NET web content syndication framework for RSS, Atom, OPML, APML, BlogML, RSD and more. The Argotic Syndication Framework is a Microsoft .NET class library framework that enables developers to easily consume and/or generate syndicated content from within their own applications. The framework makes the reading and writing syndicated content in common formats such as RSS, Atom, OPML, APML, BlogML, and RSD very easy while still remaining extensible enough to support common/custom extensions to the syndication publishing formats. The framework includes out-of-the-box implementations of the most commonly used syndication extensions, network clients for sending and receiving peer-to-peer notification protocol messages; as well as HTTP handlers, modules, services and controls that provide rich syndication functionality to ASP.NET developers.",Argotic.Extensions,False,2011-01-06T23:50:00.887-08:00,True,Argotic Syndication Framework,,29157,False,2008.0.2
Brian William Kuhn,2011-01-07T07:50:01.887Z,"A powerful and extensible .NET web content syndication framework for RSS, Atom, OPML, APML, BlogML, RSD and more. The Argotic Syndication Framework is a Microsoft .NET class library framework that enables developers to easily consume and/or generate syndicated content from within their own applications. The framework makes the reading and writing syndicated content in common formats such as RSS, Atom, OPML, APML, BlogML, and RSD very easy while still remaining extensible enough to support common/custom extensions to the syndication publishing formats. The framework includes out-of-the-box implementations of the most commonly used syndication extensions, network clients for sending and receiving peer-to-peer notification protocol messages; as well as HTTP handlers, modules, services and controls that provide rich syndication functionality to ASP.NET developers.",Argotic.Web,False,2011-01-06T23:50:02.387-08:00,True,Argotic Syndication Framework,,19470,False,2008.0.2
Velio Ivanov,2011-01-07T07:50:03.247Z,"Implementation of XML ASP.NET Providers (XmlRoleProvider, XmlMembershipProvider and XmlProfileProvider).",Artem.XmlProviders,False,2011-01-06T23:50:03.747-08:00,True,"Implementation of XML ASP.NET Providers (XmlRoleProvider, XmlMembershipProvider and XmlProfileProvider).",,2794,False,2.5.0
Andrey Shchekin,2011-01-07T07:50:04.62Z,"Extension methods that could have been written by BCL authors. No magic, just things missing from BCL.",AshMind.Extensions,False,2018-03-03T11:52:18.287+00:00,True,Extension methods that could have been written by BCL authors.,,8843,False,1.0.3
Tim McCall,2011-01-07T07:50:05.997Z,AttributeRouting is a library that allows you to specify routes using attributes on your MVC controllers and actions.,AttributeRouting,False,2013-03-12T14:07:08.267-07:00,True,,,321832,False,0.5.3967
Nicholas Blumhardt,2011-01-07T07:50:07.73Z,An IoC container for Microsoft .NET. It manages the dependencies between classes so that applications stay easy to change as they grow in size and complexity.,Autofac,False,2018-04-10T23:07:26.873+00:00,True,An IoC container for Microsoft .NET. It manages the dependencies between classes so that applications stay easy to change as they grow in size and complexity.,,10240019,False,2.2.4.900
"Nicholas Blumhardt,Autofac Contributors",2011-01-07T07:50:11.183Z,Base assemblies for the Autofac Inversion of Control Container,Autofac,False,2018-04-10T23:07:26.873+00:00,True,Autofac is an IoC container for Microsoft .NET. It manages the dependencies between classes so that applications stay easy to change as they grow in size and complexity.,,10240019,False,2.3.2.632
Nicholas Blumhardt,2011-01-07T07:50:12.527Z,Provides an IControllerFactory implementation for System.Web.Mvc,Autofac.Mvc2,False,2011-03-12T15:31:55.01-08:00,True,Provides an IControllerFactory implementation for System.Web.Mvc,,11755,False,2.2.4.900
Nicholas Blumhardt,2011-01-07T07:24:39.12Z,An ASP.NET WebForms integration module for Autofac,Autofac.Web,False,2016-01-12T13:15:09.397-08:00,True,An ASP.NET WebForms integration module for Autofac,,326011,False,2.2.4.900
"Nicholas Blumhardt,Autofac Contributors",2011-01-07T07:24:20.793Z,ASP.NET WebForms integration for Autofac,Autofac.Web,False,2016-01-12T13:15:09.397-08:00,True,Provides dependency management and property injection for ASP.NET WebForms Pages.,,326011,False,2.3.2.632
"Nicholas Blumhardt,Autofac Contributors",2011-01-07T07:50:13.947Z,ASP.NET MVC2 Integration for Autofac,Autofac.Mvc2,False,2011-03-12T15:31:55.01-08:00,True,Provides an IControllerFactory implementation and other integration points for System.Web.Mvc.,,11755,False,2.3.2.632
"Headspring,Jimmy Bogard",2011-01-07T07:50:18.667Z,"A convention-based object-object mapper. AutoMapper uses a fluent configuration API to define an object-object mapping strategy. AutoMapper uses a convention-based matching algorithm to match up source to destination values. Currently, AutoMapper is geared towards model projection scenarios to flatten complex object models to DTOs and other simple objects, whose design is better suited for serialization, communication, messaging, or simply an anti-corruption layer between the domain and application layer.",AutoMapper,False,2018-04-10T00:07:56.293+00:00,True,"A convention-based object-object mapper. AutoMapper uses a fluent configuration API to define an object-object mapping strategy. AutoMapper uses a convention-based matching algorithm to match up source to destination values. Currently, AutoMapper is geared towards model projection scenarios to flatten complex object models to DTOs and other simple objects, whose design is better suited for serialization, communication, messaging, or simply an anti-corruption layer between the domain and application layer.",,17174898,True,1.1.0.118
Rob Ashton,2011-01-07T07:50:20.073Z,"AutoPoco is a convention-based and fluent test-object generation framework built to aid the creation of objects for unit tests or for test-data population into databases. Minimum configuration is required to get up and started, and manual configuration is supported as well as conventions.",AutoPoco,False,2011-01-06T23:50:20.59-08:00,True,AutoPoco is a convention-based and fluent test-object generation framework built to aid the creation of objects for unit tests or for test-data population into databases,,26015,False,1.0.0
"[BBCode Helper - John Katsiotis],[BBCode - codekicker.de]",2011-01-07T07:50:24.807Z,BBCodeHelper is a helper based on an excellent BBCode parser available at Codeplex (http://bbcode.codeplex.com/) This package contains a helper that can be used with Razor Syntax for easy set up!,BBCode,False,2011-01-06T23:50:25.307-08:00,True,,ASPNETWEBPAGES,11779,False,0.3.0
Microsoft,2011-01-07T07:50:26.463Z,"With the Bing Map App SDK, you can now create your own map apps built on top of Bing Maps and hosted on bing.com. This package contains the required assemblies for developing map apps. It is best installed into Silverlight 4 application projects (rather than library projects).",BingMapAppSDK,False,1899-12-31T16:00:00-08:00,False,"With the Bing Map App SDK, you can now create your own map apps built on top of Bing Maps and hosted on bing.com. This package contains the required assemblies for developing map apps. It is best installed into Silverlight 4 application projects (rather than library projects).",,-1,False,1.0.1011.1716
Luis Bocaletti,2011-01-07T07:50:29.697Z,"bootstrapper.codeplex.com uses a convention over configuration approach to initialize your IOC container, create automapper maps and run any other startup tasks that your application might need.",Bootstrapper,False,2014-06-30T19:38:11.73-07:00,True,"bootstrap your applications container, maps and  startup tasks",,99749,False,1.0.0
Luis Bocaletti,2011-01-07T07:50:31.01Z,bootstrapper.codeplex.com. StructureMap extension for Bootstrapper.,Bootstrapper.StructureMap,False,2014-06-30T19:57:51.837-07:00,True,StructureMap extension for Bootstrapper,,19064,False,1.0.0
Luis Bocaletti,2011-01-07T07:50:32.34Z,http://bootstrapper.codeplex.com. Unity extension for Bootstrapper.,Bootstrapper.Unity,False,2014-06-30T19:59:58.44-07:00,True,Unity extension for Bootstrapper,,23169,False,1.0.0
Luis Bocaletti,2011-01-07T07:50:33.667Z,bootstrapper.codeplex.com. Windsor extension for Bootstrapper.,Bootstrapper.Windsor,False,2014-06-30T20:01:35.49-07:00,True,Windsor extension for Bootstrapper,,12654,False,1.0.0
