authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Jake Ginnivan,2012-03-19T03:19:44.477Z,MSTestContrib.UITesting encourgages you to write your CodedUI tests in a particular way which has been proven in production to allow a large test suite to be maintained with minimal effort,MSTestContrib.UITesting,False,2012-03-21T22:59:33.263-07:00,True,MSTestContrib.UITesting helps you write maintainable and clean CodedUI tests,"CodedUI,CUIT,UIAutomation,WPF,UITesting,Automation",4015,False,1.0.1.5
Chris Conway,2012-03-19T17:39:47.57Z,Adds data annotation logging using log4net and PostSharp,Log4NetAOP,False,2012-03-20T08:34:21.94-07:00,True,,,2964,False,1.0.0
"Udi Dahan,Andreas Ohlund,Jonathan Matheus,Jonathan Oliver et al",2012-03-19T08:18:04.523Z,The Unity Container for the nservicebus,NServiceBus.Unity-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.2092
"XAct Software Solutions,Inc.",2012-03-20T07:55:38.293Z,"An XActLib Assembly: an implementation of IHostSettingsService, implemented around the AppSettings section in an app's config file.",XAct.Settings.Host.AppSettings,False,1899-12-31T16:00:00-08:00,False,,"XAct,XActLib",-1,False,0.0.250
"XAct Software Solutions,Inc.",2012-03-20T08:20:19.743Z,An XActLib Assembly: a Library to access resources in a Db.,XAct.Resources.Db,False,1899-12-31T16:00:00-08:00,False,,"XAct,XActLib",-1,False,0.0.251
Hibernating Rhinos,2012-03-18T12:51:43.16Z,"Raven is a document database for the .NET/Windows platform, offering a flexible data model design to fit the needs of real world systems.",RavenDB-Embedded,True,1899-12-31T16:00:00-08:00,False,,"nosql,ravendb,raven,document,database,embedded",-1,False,1.0.714-Unstable
"Udi Dahan,Andreas Ohlund,Jonathan Matheus,Jonathan Oliver et al",2012-03-20T11:57:36.903Z,The StructureMap Container for the nservicebus,NServiceBus.StructureMap-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.2097
Alan Dean,2012-03-18T17:57:10.67Z,Provides various extensions to ASP.NET MVC3.,Cavity.Web.Mvc3,False,2014-11-25T01:58:11.123-08:00,True,,"Web,MVC3",6050,False,1.1.0.789
"CityIndex Ltd,Andrei Faber",2012-03-20T07:35:27.027Z,.NET client library for the AppMetrics application runtime intelligence system,AppMetrics.Client,False,2013-10-31T21:39:49.57-07:00,True,,,99159,False,1.0.142
Amir Rajan,2012-03-18T14:32:26.437Z,"Dynamic Hotness. Simply put...oak is a clone of ActiveModel (Ruby on Rails inspired) that can be used with ASP.NET MVC.  The nuget package 'oak' is the stable release, this one is the latest release fresh off the presses.",oak-edge,False,2013-12-11T09:38:17.657-08:00,True,,"dynamic,mvc,migrations,rails,aspnetmvc,oak",50043,False,1.0.6
