authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Amir Rajan,2011-10-23T21:04:19.937Z,"Dynamic Hotness. Simply put...oak is a clone of ActiveModel (Ruby on Rails inspired) that can be used with ASP.NET MVC.  The nuget package 'oak' is the stable release, this one is the latest release fresh off the presses.",oak-edge,False,2013-12-11T09:38:17.657-08:00,True,,"dynamic,mvc,migrations,rails,aspnetmvc",50043,False,0.4.4
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2011-10-28T10:15:13.663Z,The Spring Container for the nservicebus,NServiceBus.Spring-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.1723
Adrian Aisemberg,2011-10-25T16:43:49.567Z,Command-Line Auto Parser,CLAP,False,2014-09-18T14:11:51.983-07:00,True,,,92926,False,2.4.0
"Kazi Manzur Rashid,hazzik",2011-10-23T19:17:04.583Z,"ASP.NET MVC Extensions is framework developed on top of ASP.NET MVC extensibility point, which allows your IoC Container to rule everywhere.",MvcExtensions.Windsor,False,2016-01-05T04:16:33.95-08:00,True,,,18006,False,2.0.0.518
Henrik Feldt,2011-10-26T19:57:15.84Z,Log4net appender for RabbitMQ,log4net.RabbitMQAppender,False,1899-12-31T16:00:00-08:00,False,Log4net appender for RabbitMQ,"rabbitmq,log4net",-1,False,0.1.3
Brian Wigfield,2011-10-24T17:49:46.083Z,An unobtrusive CMS system designed to bolt on to an existing MVC3 Razor or ASPX web app. Includes image uploading and wiki style editing.,Meek,False,2012-05-16T07:48:22.497-07:00,True,,"CMS,MVC3,Razor,ASPX,CKEditor",5211,False,0.76.0
Bill Davidsen,2011-10-27T16:12:12.903Z,The Splitter Panel WebControl looks like and was inspired by the splitter seen on the MSDN website. It allows web page content to be split between two seperate content areas seperated by a moveable divider without using frames. Each panel has it's own independant scrollbar.,SCS.SplitterPanel,False,2011-11-04T18:50:02.783-07:00,True,,"splitter,panel,webcontrol,frame,server,control,ajax,asp.net,.net,4.0,msdn",2435,False,1.5.1
"Joshua Arnold,Jaime Febres,Alex Henning Johannessen,Jeremy D. Miller",2011-10-26T19:12:54.67Z,Support for using the Spark view engine within a FubuMVC application.,FubuMVC.Spark,False,2017-01-31T12:51:04.08-08:00,True,,"fubumvc,spark",104931,False,0.9.1.594
Igor Tkachev,2011-10-25T02:09:36.143Z,Business Logic Toolkit Oracle Data Provider for .NET,BLToolkit.Oracle,False,2017-06-03T09:00:00.07+00:00,True,,"Oracle,Odp,bltoolkit,Linq,ORM,DAL,database,DB",10753,False,4.1.6
André Carlucci,2011-10-27T14:04:24.493Z,Sharp migrations is a framework to help you deal with database changes and versioning over time. The idea comes from the excellent Ruby on Rail's migrations and it is the best way to alter your database in a structured and organised manner.,SharpMigrations,False,2017-12-18T20:50:42.713+00:00,True,,"migrations,database-migrations,database,c#",21742,False,0.7.6
